version,rows
1730284745,"{'name': 'Tarapoto Airport', 'iata': 'TPP', 'icao': 'SPST', 'lat': -6.50874, 'lon': -76.373199, 'country': 'Peru', 'alt': 869}"
1730284745,"{'name': 'Tarawa Bonriki International Airport', 'iata': 'TRW', 'icao': 'NGTA', 'lat': 1.381636, 'lon': 173.147003, 'country': 'Kiribati', 'alt': 9}"
1730284745,"{'name': 'Taraz Airport', 'iata': 'DMB', 'icao': 'UADD', 'lat': 42.853611, 'lon': 71.303612, 'country': 'Kazakhstan', 'alt': 2184}"
1730284745,"{'name': 'Tarbes-Lourdes-Pyrenees Airport', 'iata': 'LDE', 'icao': 'LFBT', 'lat': 43.185551, 'lon': -0.00277, 'country': 'France', 'alt': 1260}"
1730284745,"{'name': 'Taree Airport', 'iata': 'TRO', 'icao': 'YTRE', 'lat': -31.879999, 'lon': 152.509995, 'country': 'Australia', 'alt': 38}"
1730284745,"{'name': 'Targu Mures International Airport', 'iata': 'TGM', 'icao': 'LRTM', 'lat': 46.467709, 'lon': 24.412519, 'country': 'Romania', 'alt': 965}"
1730284745,"{'name': 'Tari Airport', 'iata': 'TIZ', 'icao': 'AYTA', 'lat': -5.845, 'lon': 142.947998, 'country': 'Papua New Guinea', 'alt': 5500}"
1730284745,"{'name': 'Tarija Airport', 'iata': 'TJA', 'icao': 'SLTJ', 'lat': -21.5557, 'lon': -64.701302, 'country': 'Bolivia', 'alt': 6084}"
1730284745,"{'name': 'Tarinkot Airport', 'iata': 'TII', 'icao': 'OATN', 'lat': 32.866669, 'lon': 65.633331, 'country': 'Afghanistan', 'alt': 4429}"
1730284745,"{'name': 'Tarko-Sale Airport', 'iata': 'TQL', 'icao': 'USDS', 'lat': 64.921341, 'lon': 77.797356, 'country': 'Russia', 'alt': 80}"
1730284745,"{'name': 'Taroom Airport', 'iata': 'XTO', 'icao': 'YTAM', 'lat': -25.801701, 'lon': 149.899994, 'country': 'Australia', 'alt': 240}"
1730284745,"{'name': 'Tartu Airport', 'iata': 'TAY', 'icao': 'EETU', 'lat': 58.307461, 'lon': 26.69042, 'country': 'Estonia', 'alt': 219}"
1730284745,"{'name': 'Tashkent International Airport', 'iata': 'TAS', 'icao': 'UTTT', 'lat': 41.257858, 'lon': 69.281181, 'country': 'Uzbekistan', 'alt': 1417}"
1730284745,"{'name': 'Tashkurgan Khunjerab Airport', 'iata': 'HQL', 'icao': 'ZWTK', 'lat': 37.656796, 'lon': 75.291367, 'country': 'China', 'alt': 10667}"
1730284745,"{'name': 'Tasikmalaya Cibeureum Airport', 'iata': 'TSY', 'icao': 'WICM', 'lat': -7.3466, 'lon': 108.246002, 'country': 'Indonesia', 'alt': 1148}"
1730284745,"{'name': 'Tasiujaq Airport', 'iata': 'YTQ', 'icao': 'CYTQ', 'lat': 58.667778, 'lon': -69.955833, 'country': 'Canada', 'alt': 121}"
